frame,class_id,class_name,conf,x1,y1,x2,y2
2,59,bed,0.3643445670604706,0.576904296875,0.3985595703125,631.9019775390625,478.697021484375
3,54,donut,0.43194282054901123,337.3064880371094,66.29083251953125,445.5624084472656,133.89056396484375
5,49,orange,0.41327279806137085,391.43206787109375,53.98651123046875,639.9574584960938,414.5669860839844
6,39,bottle,0.48281657695770264,0.18633651733398438,129.22174072265625,44.29953384399414,256.33087158203125
7,0,person,0.3307083547115326,6.48004150390625,0.638580322265625,638.5732421875,468.1010437011719
10,49,orange,0.42827868461608887,1.97119140625,0.4705810546875,637.229248046875,480.0
11,46,banana,0.4141536355018616,12.04034423828125,0.0,638.8889770507812,479.2601318359375
14,64,mouse,0.5359417200088501,254.01608276367188,381.04345703125,322.1211853027344,445.05718994140625
15,49,orange,0.7263622283935547,240.8456268310547,234.05189514160156,465.14288330078125,456.020263671875
19,54,donut,0.5496053099632263,366.67474365234375,219.11480712890625,623.4141235351562,446.6898193359375
20,54,donut,0.49926984310150146,245.2064208984375,235.12493896484375,425.71392822265625,479.87786865234375
20,54,donut,0.3320714235305786,112.054443359375,130.80328369140625,424.635986328125,480.0
21,59,bed,0.32724136114120483,1.262451171875,0.902099609375,630.4735107421875,476.7639465332031
22,49,orange,0.7580203413963318,208.9959716796875,0.0,638.576171875,340.52166748046875
22,49,orange,0.5227236747741699,0.45684814453125,0.0,532.081298828125,478.8354797363281
24,55,cake,0.6512357592582703,0.0,0.0,639.3684692382812,478.43878173828125
31,63,laptop,0.36192455887794495,0.7960205078125,324.320068359375,210.53887939453125,479.2598876953125
33,55,cake,0.3965201675891876,0.0640869140625,0.685546875,638.9478759765625,480.0
34,54,donut,0.6151525974273682,208.66943359375,210.9864501953125,487.82843017578125,471.56695556640625
37,54,donut,0.5324843525886536,215.2723388671875,115.68229675292969,640.0,479.68194580078125
39,45,bowl,0.3751404881477356,0.13262939453125,0.2474365234375,636.0340576171875,480.0
40,59,bed,0.42517682909965515,1.5198974609375,0.8851318359375,638.9283447265625,478.17010498046875
41,49,orange,0.5018772482872009,2.3450927734375,0.0,372.5369873046875,414.4530029296875
41,46,banana,0.3813483715057373,67.37030029296875,0.0,639.0762329101562,479.670654296875
47,47,apple,0.4589899778366089,165.22894287109375,115.7276611328125,424.00634765625,276.37994384765625
47,51,carrot,0.3398788273334503,9.52398681640625,0.0,632.0979614257812,476.4166259765625
47,49,orange,0.3217293918132782,11.5191650390625,1.340667724609375,636.507080078125,480.0
49,45,bowl,0.47156620025634766,16.97503662109375,1.13580322265625,639.585693359375,478.6084899902344
