frame,class_id,class_name,conf,x1,y1,x2,y2
0,0,polyp,0.8945226669311523,92.27532196044922,4.167112827301025,285.17095947265625,151.39512634277344
1,0,polyp,0.7767330408096313,89.14417266845703,4.0809736251831055,286.3540344238281,166.28721618652344
2,0,polyp,0.8814453482627869,87.38702392578125,3.803623914718628,286.88818359375,154.0146484375
3,0,polyp,0.5289570689201355,85.26872253417969,3.3759841918945312,286.68359375,137.1514434814453
7,0,polyp,0.578995406627655,84.9358901977539,3.501718044281006,285.642333984375,148.8406982421875
13,0,polyp,0.6523295044898987,95.05352020263672,2.487034559249878,284.89422607421875,116.03175354003906
14,0,polyp,0.6114535331726074,94.68989562988281,2.8665106296539307,284.531494140625,116.92008209228516
16,0,polyp,0.6770945191383362,100.9718246459961,2.8874831199645996,282.8898620605469,124.29846954345703
17,0,polyp,0.7772310376167297,100.35928344726562,3.24336838722229,283.31207275390625,125.32595825195312
19,0,polyp,0.5269583463668823,101.69353485107422,3.4093940258026123,281.6261291503906,121.32017517089844
20,0,polyp,0.6249958276748657,102.17800903320312,3.289736032485962,281.60528564453125,117.45664978027344
23,0,polyp,0.6452288627624512,94.45175170898438,3.698350429534912,281.2900390625,116.509765625
27,0,polyp,0.6963494420051575,87.06371307373047,4.173675537109375,278.1434326171875,134.09303283691406
28,0,polyp,0.7020027041435242,87.61512756347656,4.138570308685303,278.1919250488281,134.95346069335938
31,0,polyp,0.6248652338981628,87.7684326171875,4.003512382507324,275.9173278808594,133.66729736328125
32,0,polyp,0.6303752064704895,85.41425323486328,4.000826835632324,275.65167236328125,135.2559814453125
33,0,polyp,0.5514741539955139,82.85757446289062,4.161607265472412,275.99896240234375,148.49119567871094
36,0,polyp,0.6556182503700256,93.16695404052734,4.11852502822876,284.2593688964844,133.98374938964844
37,0,polyp,0.7460912466049194,92.25249481201172,3.996760845184326,283.2914733886719,134.30775451660156
38,0,polyp,0.6841661930084229,87.79293823242188,4.25778341293335,288.1015625,143.99835205078125
43,0,polyp,0.7567014694213867,101.17898559570312,3.5626296997070312,308.00457763671875,166.15296936035156
44,0,polyp,0.8597800135612488,104.41805267333984,4.260082721710205,306.60009765625,169.3499755859375
45,0,polyp,0.8913613557815552,100.15708923339844,6.231324672698975,307.92327880859375,169.50070190429688
46,0,polyp,0.7754584550857544,97.32301330566406,6.865583419799805,307.0388488769531,181.6338653564453
47,0,polyp,0.7681562304496765,96.58370971679688,5.450719833374023,304.12725830078125,202.6973114013672
48,0,polyp,0.8750039935112,93.57633209228516,6.319913864135742,301.6202697753906,229.7122039794922
49,0,polyp,0.9047378301620483,94.12842559814453,9.35949993133545,300.4480285644531,218.59852600097656
50,0,polyp,0.8752959370613098,94.89726257324219,5.3131866455078125,296.383544921875,226.2037811279297
51,0,polyp,0.8019905686378479,91.61701965332031,6.821355819702148,293.7786865234375,227.6647186279297
52,0,polyp,0.8910101056098938,90.7238540649414,5.266071796417236,292.71014404296875,229.04713439941406
53,0,polyp,0.9471855759620667,90.52562713623047,6.2042341232299805,293.7588195800781,217.37295532226562
54,0,polyp,0.903870701789856,89.02027130126953,8.377798080444336,293.5448303222656,226.1416015625
55,0,polyp,0.938571035861969,88.87323760986328,8.592944145202637,293.92779541015625,223.50607299804688
56,0,polyp,0.9448884129524231,89.8912582397461,7.986228942871094,294.660888671875,223.7545166015625
57,0,polyp,0.864152729511261,90.79963684082031,8.229942321777344,296.35980224609375,226.93032836914062
58,0,polyp,0.916551947593689,94.51636505126953,5.669407367706299,303.2821350097656,227.50372314453125
59,0,polyp,0.9090584516525269,98.80294799804688,5.194552421569824,309.52789306640625,227.4059295654297
60,0,polyp,0.8511731028556824,98.60035705566406,6.217611312866211,313.74102783203125,229.98448181152344
61,0,polyp,0.9171910285949707,98.60677337646484,5.868272304534912,312.3751525878906,230.18064880371094
62,0,polyp,0.9082963466644287,97.66541290283203,6.132412433624268,314.94537353515625,231.0673065185547
