frame,class_id,class_name,conf,x1,y1,x2,y2
2,0,polyp,0.511134922504425,39.75992202758789,36.44961929321289,150.55279541015625,176.24374389648438
4,0,polyp,0.5508880615234375,61.49274826049805,37.22913360595703,158.35243225097656,170.8801727294922
5,0,polyp,0.5275703072547913,66.39129638671875,36.66080093383789,158.07977294921875,168.71620178222656
7,0,polyp,0.7024218440055847,66.51422882080078,33.166934967041016,176.02655029296875,168.0114288330078
9,0,polyp,0.7623546719551086,67.24391174316406,25.54920196533203,186.49185180664062,170.95648193359375
10,0,polyp,0.671024739742279,70.8292007446289,25.604976654052734,191.64707946777344,170.63983154296875
11,0,polyp,0.5802205801010132,72.85494232177734,25.851526260375977,182.23973083496094,169.92489624023438
15,0,polyp,0.6471444368362427,99.26294708251953,86.98853302001953,186.24095153808594,157.86180114746094
17,0,polyp,0.6480578184127808,101.17059326171875,22.655914306640625,200.00921630859375,156.230712890625
28,0,polyp,0.6477077603340149,94.13516235351562,22.269460678100586,207.10621643066406,171.43345642089844
29,0,polyp,0.8594534993171692,92.3819351196289,24.729068756103516,209.7095489501953,172.0531768798828
31,0,polyp,0.7557533979415894,87.36325073242188,18.367780685424805,210.37855529785156,175.30787658691406
32,0,polyp,0.7801581621170044,86.04850769042969,20.703031539916992,208.96240234375,177.18777465820312
33,0,polyp,0.6921800971031189,86.31723022460938,17.627761840820312,210.3329315185547,179.1211395263672
34,0,polyp,0.9103555679321289,83.60359954833984,17.83998680114746,209.94190979003906,180.5522918701172
35,0,polyp,0.9365659952163696,73.22759246826172,20.727149963378906,208.05670166015625,180.98953247070312
36,0,polyp,0.58088219165802,82.1749267578125,21.661720275878906,204.4833221435547,182.48797607421875
37,0,polyp,0.7714471220970154,82.3903579711914,29.596153259277344,205.05841064453125,181.45225524902344
37,0,polyp,0.6352813243865967,82.24761962890625,29.30794334411621,281.9275817871094,180.8597869873047
38,0,polyp,0.8066390156745911,79.71978759765625,30.130340576171875,196.8863525390625,182.0579833984375
38,0,polyp,0.5772241950035095,79.60615539550781,29.774757385253906,278.433349609375,181.28549194335938
40,0,polyp,0.7585591077804565,73.04556274414062,30.390151977539062,282.93212890625,185.04588317871094
41,0,polyp,0.6570307016372681,73.21690368652344,31.073890686035156,197.77391052246094,187.00546264648438
41,0,polyp,0.6238016486167908,72.66474151611328,30.92986297607422,251.8853302001953,186.30723571777344
43,0,polyp,0.8047387003898621,72.0020980834961,32.990230560302734,191.51071166992188,187.64573669433594
44,0,polyp,0.9174372553825378,67.23091125488281,33.17304992675781,188.0809326171875,188.6538848876953
45,0,polyp,0.8405207991600037,60.56646728515625,34.172325134277344,186.0290985107422,191.16195678710938
46,0,polyp,0.8789255023002625,59.64459991455078,33.47053909301758,185.93496704101562,195.38035583496094
47,0,polyp,0.6903049349784851,58.282962799072266,36.1563720703125,188.3026123046875,196.22930908203125
47,0,polyp,0.6336822509765625,57.42396545410156,37.060428619384766,262.4400329589844,195.77200317382812
