frame,class_id,class_name,conf,x1,y1,x2,y2
8,0,polyp,0.5034344792366028,34.76457214355469,5.599952697753906,332.72406005859375,239.97674560546875
24,0,polyp,0.5376049876213074,105.82046508789062,64.42142486572266,261.7357177734375,211.14601135253906
25,0,polyp,0.5645734667778015,105.8153305053711,64.40296936035156,261.6803283691406,210.92294311523438
33,0,polyp,0.5210703611373901,12.665878295898438,4.266679286956787,322.0240173339844,240.0
36,0,polyp,0.5996016263961792,1.3565200567245483,0.0,267.6927490234375,230.32940673828125
39,0,polyp,0.7118104696273804,99.67903900146484,148.2980499267578,214.65451049804688,222.89743041992188
40,0,polyp,0.5667054653167725,111.0453109741211,143.83238220214844,215.14022827148438,203.50006103515625
42,0,polyp,0.6521801948547363,126.61189270019531,143.1647491455078,224.67327880859375,198.62808227539062
47,0,polyp,0.5821685194969177,297.4615478515625,86.54940032958984,321.4912109375,162.2174835205078
48,0,polyp,0.5372331738471985,298.31927490234375,99.25411987304688,321.0975341796875,168.1878204345703
50,0,polyp,0.6333878636360168,122.06195068359375,152.10140991210938,215.5887451171875,206.05982971191406
59,0,polyp,0.5989187955856323,36.443607330322266,2.659580945968628,341.4591369628906,240.0
73,0,polyp,0.5298113822937012,65.60313415527344,158.33648681640625,129.36195373535156,202.2460174560547
102,0,polyp,0.5446383357048035,40.48565673828125,3.918900966644287,333.503173828125,236.2554931640625
108,0,polyp,0.8240674734115601,97.82635498046875,91.49149322509766,187.33843994140625,179.42828369140625
114,0,polyp,0.5140746831893921,25.326955795288086,3.622265577316284,315.9277648925781,240.0
131,0,polyp,0.5170126557350159,25.155550003051758,3.9941298961639404,331.0868225097656,236.094482421875
221,0,polyp,0.5387529730796814,3.6287107467651367,5.105257987976074,321.4410705566406,227.12185668945312
266,0,polyp,0.8447405099868774,150.30963134765625,190.16403198242188,212.68601989746094,233.44468688964844
267,0,polyp,0.6926609873771667,154.23886108398438,177.34620666503906,212.16421508789062,225.40870666503906
269,0,polyp,0.522868812084198,175.1328582763672,168.30703735351562,215.4813232421875,195.828857421875
294,0,polyp,0.697268545627594,204.79144287109375,126.40489196777344,234.9588623046875,177.09304809570312
346,0,polyp,0.5002266764640808,38.55183029174805,6.184260368347168,324.9617614746094,240.0
360,0,polyp,0.5086249113082886,2.6362669467926025,3.788668632507324,339.4761962890625,230.28001403808594
384,0,polyp,0.6705038547515869,229.2589874267578,143.58084106445312,276.6839294433594,192.5580291748047
395,0,polyp,0.650458812713623,167.40603637695312,153.75607299804688,205.97116088867188,179.75576782226562
541,0,polyp,0.5213344693183899,157.077392578125,193.84481811523438,242.5169219970703,235.45904541015625
659,0,polyp,0.591241180896759,0.052032470703125,2.8053557872772217,333.2646789550781,240.0
764,0,polyp,0.5961682200431824,36.57707977294922,3.5637710094451904,337.5563659667969,235.5536346435547
765,0,polyp,0.7277685403823853,10.103564262390137,3.4516494274139404,332.8161926269531,239.16635131835938
766,0,polyp,0.6496537923812866,38.25752639770508,3.312319755554199,338.0346374511719,234.25706481933594
767,0,polyp,0.6093792915344238,15.617226600646973,2.8774290084838867,333.50335693359375,236.86624145507812
787,0,polyp,0.610037088394165,37.069541931152344,3.960862636566162,343.6680908203125,238.3314666748047
852,0,polyp,0.7323755025863647,161.81100463867188,150.0013885498047,277.3500061035156,235.57659912109375
863,0,polyp,0.5703026652336121,2.8683319091796875,4.881904602050781,327.9523010253906,240.0
917,0,polyp,0.6732580661773682,49.03375244140625,1.9877409934997559,328.723388671875,237.77647399902344
1030,0,polyp,0.5511794090270996,36.36475372314453,3.2405319213867188,328.2577819824219,239.03831481933594
1030,0,polyp,0.5465665459632874,182.12246704101562,4.593560695648193,320.75799560546875,235.37229919433594
1079,0,polyp,0.6533030271530151,40.70479965209961,4.910270690917969,338.6957702636719,232.1063232421875
1080,0,polyp,0.5578792095184326,40.05348587036133,4.710868835449219,334.7994384765625,234.83094787597656
1081,0,polyp,0.6992554664611816,36.42964553833008,5.303636074066162,339.1490478515625,231.39234924316406
1144,0,polyp,0.5928957462310791,21.242103576660156,5.35462760925293,338.5158996582031,221.77867126464844
1163,0,polyp,0.5635694265365601,33.83053970336914,6.652519226074219,309.6177062988281,209.70953369140625
1164,0,polyp,0.5031952261924744,68.55805206298828,13.319456100463867,289.01898193359375,200.0044708251953
1170,0,polyp,0.6656960844993591,125.19854736328125,108.87562561035156,187.98545837402344,170.59201049804688
1172,0,polyp,0.5987303853034973,112.19322204589844,97.66352081298828,181.13832092285156,164.9221649169922
1186,0,polyp,0.5347864031791687,1.9666259288787842,5.96439790725708,336.9701232910156,234.2991485595703
1284,0,polyp,0.6014788746833801,0.0,3.9033584594726562,336.45404052734375,239.53155517578125
1315,0,polyp,0.5033959746360779,29.23348617553711,4.486525058746338,326.2984924316406,227.08084106445312
1330,0,polyp,0.5809822082519531,0.0,2.2091140747070312,333.15740966796875,229.63584899902344
1333,0,polyp,0.5152546167373657,0.0,3.064309597015381,335.77862548828125,233.02691650390625
1335,0,polyp,0.6791462898254395,0.0,3.937246561050415,339.0234069824219,233.38140869140625
